Lot Area,Year Built,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,SalePrice
11717,1970,1442,2,0,2,6,1,2,185000
9156,1968,1489,2,0,3,7,1,2,185750
10382,1973,2090,2,1,3,7,2,2,200000
12732,1974,2067,2,1,3,7,2,2,206000
12936,1972,1395,1,1,3,6,1,2,162000
10400,1967,2640,2,1,5,8,1,2,256900
17871,1967,1724,1,1,3,7,1,2,197900
9600,1969,1336,2,0,3,6,1,2,163000
9000,1969,1216,1,0,3,5,0,1,113000
13774,1977,2288,1,2,4,8,2,2,230000
9650,1977,1334,2,0,2,6,1,2,167900
10140,1998,1680,2,0,3,7,1,2,213250
8400,2001,1665,2,1,3,6,0,2,227000
7130,1967,864,1,0,2,5,0,1,130000
9600,1967,1568,1,1,3,7,0,2,143000
9100,1965,925,1,0,2,5,0,1,117500
9600,1974,2061,2,1,4,8,1,2,168500
16500,1971,1320,2,0,3,5,1,2,172500
9790,1967,1342,2,0,3,7,1,2,161500
7436,1960,894,1,0,2,5,1,2,141500
8125,1959,864,1,0,3,5,0,1,118000
9100,1959,864,1,0,2,5,0,1,127500
9450,1957,1362,1,0,3,6,1,3,140000
13495,1956,1728,2,0,3,7,1,2,177625
11475,1958,1776,2,0,4,9,0,3,110000
10004,1964,1516,1,1,3,6,0,2,167000
9350,1961,1313,1,1,3,6,1,2,153000
10500,1964,1292,1,1,3,6,2,2,145100
11000,1966,1154,1,1,3,6,1,2,154000
8970,1965,2140,2,1,4,7,1,2,177500
12095,1964,1445,1,1,3,7,1,2,158000
9600,1959,1041,1,0,3,6,0,1,124500
11475,1961,1576,1,0,4,7,1,2,174500
9768,1955,960,1,0,2,5,0,1,122000
5330,1940,708,1,0,2,5,0,0,82500
7015,1950,1203,1,0,3,5,1,1,110000
12160,1953,1505,1,0,2,6,1,2,149500
9900,1967,1691,1,0,2,5,0,2,175000
9600,1953,1644,1,0,3,7,2,2,167000
9600,1956,1050,1,0,2,5,0,1,128900
9600,1950,1668,1,1,3,6,0,1,140000
9600,1950,1113,1,0,3,5,1,1,147000
8944,1967,1584,2,0,4,8,0,3,124000
10573,1961,1453,2,0,3,6,1,2,187500
9500,1963,1394,1,1,3,6,2,2,159000
14695,1966,1567,2,0,2,5,2,2,256000
13600,1965,1986,2,1,3,7,3,2,205000
13000,1968,2142,2,1,4,8,1,1,193500
13560,1968,1392,1,0,2,5,2,2,110000
12513,1920,1738,2,0,4,7,1,1,104900
8760,1956,1144,1,0,3,6,0,1,150000
8400,1957,1478,1,1,3,6,2,2,156500
12285,1960,1329,1,1,3,5,2,2,176000
9240,1959,988,2,0,3,6,0,1,149500
9600,1958,1632,2,0,3,6,1,1,139000
12400,1958,1215,1,0,3,6,0,1,155000
8750,1956,1202,1,0,3,6,0,1,120000
8750,1955,1382,1,0,3,6,0,1,153000
10400,1956,1200,1,0,3,6,2,1,144000
19296,1962,1382,1,0,3,6,1,2,176000
8532,1954,1297,1,0,3,5,1,2,153000
9482,1958,1866,2,0,4,8,0,2,135000
8128,1954,1062,1,0,3,6,0,1,131000
10634,1953,1319,1,0,3,5,0,1,123000
13070,1951,1112,1,0,2,5,0,2,126000
10434,1955,1005,1,0,2,5,1,2,115000
14559,1951,1363,1,0,2,6,2,1,164900
8480,1945,793,1,0,2,4,0,1,113000
7626,1952,1031,1,0,2,5,0,1,145500
9533,1953,1210,1,1,2,7,0,1,102900
10615,1900,1699,2,0,3,7,0,2,95000
11419,1948,1527,1,1,3,6,1,2,152500
9600,1950,1200,1,0,3,6,0,1,129900
8000,1948,972,1,0,2,5,1,1,132000
5470,1958,792,1,0,2,4,0,1,99900
10410,1916,1656,2,1,3,8,0,1,135000
10800,1939,1352,2,0,4,7,0,2,149000
8146,1900,1039,1,0,2,6,0,1,114000
9022,1924,792,1,0,2,5,0,1,109500
10230,1925,1078,1,0,3,6,0,1,125000
10410,1915,2377,2,0,3,8,1,2,142900
7200,1910,1690,2,0,4,5,0,2,156500
5400,1940,599,1,0,2,4,0,0,59000
5400,1920,1374,1,0,2,6,0,1,105000
10800,1920,846,1,0,2,4,0,2,106000
10800,1890,725,1,1,1,4,0,1,78500
9671,1969,2544,2,2,6,12,0,3,190000
10143,1963,1380,1,1,3,6,0,1,154000
11500,1967,1040,1,0,3,6,1,2,163000
11643,1969,2634,2,2,6,12,0,4,200000
8010,1958,951,1,0,2,6,0,2,143500
10454,1957,1105,1,0,3,5,0,1,135000
8712,1957,1306,1,0,2,5,0,1,153000
17600,1960,1478,2,0,3,6,2,2,157500
9000,1958,1142,1,0,2,5,1,1,113500
12144,1949,1268,1,0,3,6,1,1,133000
8544,1950,1040,2,0,2,6,0,2,92900
8064,1950,1133,1,0,3,5,0,2,128500
7200,1949,1040,2,0,2,6,0,2,90000
7200,1950,1904,1,1,3,7,0,1,138000
7350,1958,1041,1,0,3,6,0,1,128000
7560,1958,1339,1,0,3,6,0,1,139000
7200,1952,732,1,0,2,4,0,1,118900
8000,1959,1183,1,0,3,6,0,1,138000
7931,1959,1148,1,0,3,6,0,1,132500
10800,1949,1461,2,0,4,6,0,1,133500
8064,1948,1495,1,0,3,6,0,2,135000
7570,1964,1806,1,1,4,8,0,2,144750
8604,1978,941,1,0,2,4,0,2,145000
7936,1963,1045,1,0,3,6,1,1,127000
6600,1962,894,1,0,2,5,0,1,109500
3950,1926,1224,1,0,3,5,0,1,115000
10440,1910,1230,1,1,2,5,0,2,110000
4080,1935,1378,1,0,3,6,0,1,128900
10307,1910,1944,2,0,4,12,0,2,103500
5720,1941,1131,1,1,3,5,0,1,66500
15660,1910,1306,1,1,3,6,0,2,130000
9900,1910,1464,2,0,3,7,0,0,129000
6406,1939,1558,1,1,3,7,1,2,150000
6600,1892,2372,2,0,4,11,0,1,107500
7627,1920,1701,2,0,4,8,0,0,94550
7596,1952,1960,2,0,4,10,0,2,124500
3378,1946,1389,1,1,3,6,2,1,135000
10134,1910,1447,1,0,3,6,0,0,103000
6000,1953,936,1,0,2,4,0,2,93000
6000,1950,1328,1,1,3,6,0,1,129500
6000,1954,1387,2,0,3,7,0,1,93000
7404,1920,861,1,0,2,5,0,2,80000
5925,1940,612,1,0,1,4,0,1,45000
5925,1910,968,1,0,2,6,0,0,37900
5784,1938,886,1,0,2,4,0,1,91300
8520,1923,792,1,0,2,5,0,1,99500
4456,1920,1452,2,0,2,8,0,0,113000
9600,1910,1510,2,0,3,7,0,2,87500
3500,1947,1284,1,1,2,5,0,1,110000
8100,1898,2138,2,0,2,11,0,2,106000
11700,1880,2640,1,1,4,8,1,4,265979
8400,1900,2007,2,0,3,8,0,1,160000
3600,1917,1288,1,0,3,5,1,1,119000
17671,1882,1742,1,1,4,8,1,2,168000
3300,1910,816,1,0,2,5,1,0,58500
9000,1920,1482,1,0,3,7,0,2,143000
7200,1910,1022,1,0,2,4,0,1,85000
8820,1890,1869,1,0,2,7,0,2,124900
5400,1920,1480,1,0,3,6,0,1,119000
9720,1910,1521,1,0,4,8,0,3,146500
7879,1920,720,1,0,2,4,0,0,34900
9392,1900,797,1,0,2,5,0,0,44000
21384,1923,1576,1,1,3,6,1,2,223500
6615,1923,1432,1,0,3,6,1,1,149000
7264,1925,1548,2,1,3,5,0,2,205000
4960,1930,1654,2,0,3,7,1,1,137000
8854,1916,952,1,0,2,4,1,1,121000
6000,1936,1324,1,0,3,6,0,1,128000
6000,1937,1176,1,0,2,4,0,2,134900
6000,1925,1348,1,0,3,5,1,1,117000
6000,1939,1412,1,0,4,6,1,1,132500
6000,1924,1142,1,0,3,6,0,1,93000
6000,1926,904,1,0,2,4,0,1,119000
6911,1924,1301,1,0,2,5,0,2,100000
6120,1936,1539,1,1,3,5,0,2,141500
6120,1935,1573,1,0,3,6,0,1,133000
6120,1936,800,1,0,1,4,1,0,60000
6120,1931,875,1,0,2,5,0,1,105000
6120,1925,995,1,0,2,5,0,1,115000
6120,1938,1582,2,0,3,6,1,1,150000
8635,1925,1072,1,0,2,5,0,5,126500
11888,1916,2134,2,0,5,10,0,2,214500
11414,1910,2019,1,0,3,8,0,2,167500
8094,1915,1768,2,0,3,8,0,2,155000
2500,1915,1826,1,1,4,7,1,1,155000
9928,1915,1944,2,0,3,8,0,1,179900
5520,1912,2229,1,0,5,8,0,0,104000
3000,1922,2128,2,0,4,11,0,0,62500
6876,1927,1930,2,0,4,8,0,1,149000
6240,1925,1208,1,0,2,5,0,2,103000
5775,1915,1427,1,0,3,7,0,1,123000
5852,1902,1864,2,1,6,9,0,0,97500
5160,1927,1666,1,0,3,4,0,1,135000
5160,1923,892,1,0,1,5,0,0,70000
10320,1915,1403,1,1,3,7,0,1,116000
4280,1946,704,1,0,2,4,0,1,88750
10800,1987,1200,3,0,3,5,0,0,179000
10800,1987,1200,3,0,3,5,0,0,179000
10547,1978,1152,2,0,2,6,0,1,159900
10020,1922,904,0,1,1,4,0,0,61000
6629,1925,1369,2,0,3,6,0,1,103600
9780,1934,1112,2,0,4,6,0,1,63000
12886,1963,1464,2,0,3,6,1,2,175000
8816,1963,1121,1,0,3,5,0,2,139000
11184,1978,1683,2,1,3,7,1,2,172500
11625,1967,1052,1,1,3,6,1,1,113500
7800,1967,899,1,0,3,5,0,1,130000
8014,1978,1034,1,0,3,5,1,2,149900
7252,1982,858,1,0,2,5,0,2,134900
8740,1982,860,1,0,2,4,0,2,137000
11616,1962,1092,1,0,3,6,1,1,139000
15400,1961,1774,2,0,4,8,1,1,165000
15312,1960,1138,1,0,3,6,1,2,148000
15584,1956,2071,1,1,4,9,1,1,165000
9000,1947,660,1,0,2,5,0,0,63900
11250,1957,1788,1,0,5,8,2,1,161500
25095,1968,1473,1,0,1,5,2,1,143000
17140,1956,1229,1,0,3,6,0,1,135000
12342,1940,861,1,0,1,4,0,2,82500
10708,1955,1867,1,0,2,7,3,1,190000
13680,1955,1733,2,0,4,8,1,2,139600
15635,1954,1383,1,0,2,6,0,2,122000
9855,1956,1689,1,0,3,7,1,2,127500
9571,1956,1073,1,0,2,5,0,1,121500
9571,1958,1276,1,0,3,5,0,1,60000
9350,1946,1639,1,1,3,6,1,1,154400
9340,1941,672,1,0,2,4,0,1,113000
7440,1954,1089,1,0,3,5,1,1,125000
11500,1957,845,1,0,3,5,0,1,84000
4235,1984,1049,2,0,2,5,0,1,139500
11409,1949,1716,1,1,3,8,1,1,131000
9060,1939,1258,1,0,2,6,0,1,105000
9084,1940,1510,1,0,4,7,1,1,108000
10778,1990,1061,1,1,1,4,0,2,162000
19255,1983,1338,1,1,2,5,1,2,156500
12327,1983,2132,1,1,1,5,1,2,316600
14684,1990,2196,2,0,3,7,1,3,271900
9317,1993,1775,2,1,3,7,1,2,213000
10560,1993,1879,2,1,3,8,1,2,239900
9828,1995,2020,2,1,3,8,1,2,239500
26400,1880,2016,1,0,4,7,1,2,131000
7018,1979,1535,2,0,4,8,0,2,118964
7018,1979,1224,0,2,2,6,2,2,153337
7018,1979,2228,2,0,6,8,0,2,147983
7018,1979,1535,2,0,4,8,0,2,118858
7018,1979,1535,2,0,4,8,0,2,118858
7018,1979,2240,2,0,6,12,0,2,142953
7040,1979,1229,0,2,2,6,2,2,148325
7007,1979,1513,2,0,4,8,0,2,113722
11855,2000,2787,4,2,6,8,2,4,269500
7939,2000,2787,4,2,6,8,2,4,269500
7976,2000,2787,4,2,6,8,2,4,269500
10933,2009,1680,1,1,1,8,1,3,323262
10637,2007,1718,2,0,3,7,1,3,297000
10226,2008,1630,2,0,3,8,1,3,295493
10816,2008,1720,2,0,3,8,1,3,332000
9178,2008,1468,2,0,3,6,1,3,239900
10769,2007,1768,2,1,3,7,0,2,212000
11422,2007,1838,2,0,3,7,2,2,272500
11923,2007,1800,2,0,2,7,0,2,239000
8814,2006,1604,2,1,3,8,1,2,220000
6762,2007,1290,2,0,2,6,1,2,200000
10324,2008,1254,2,0,2,5,0,3,221800
7314,2007,1232,2,0,2,6,0,2,194500
11645,2005,1498,2,0,3,7,1,3,237000
11646,2005,1422,2,1,3,7,1,2,173000
12800,1989,1644,2,0,2,5,1,2,275000
16698,1992,1759,2,1,3,7,1,2,233500
28698,1967,2126,2,1,3,7,0,2,185000
12464,1996,1040,1,0,3,6,0,2,152000
9757,1994,990,1,0,3,5,0,1,143000
15426,1997,1764,2,1,3,7,0,2,231500
10667,1996,1661,2,1,3,6,1,2,212000
14753,1998,1463,2,0,3,5,0,2,207000
10859,1994,1097,1,1,3,6,0,2,145000
8072,1994,990,1,0,3,5,0,2,138000
10400,1998,1779,2,1,3,6,0,2,197900
10335,1999,1501,2,0,3,6,0,2,204000
9017,1999,1431,2,0,3,6,0,2,192000
8750,1998,1772,2,1,3,7,1,2,200000
8935,2002,1660,2,1,3,7,0,2,195000
9808,2002,1573,2,0,3,6,0,2,227000
12420,2001,1840,2,1,3,6,0,2,230000
16285,2001,1430,2,0,3,6,0,2,187100
10739,2002,1444,2,0,3,6,0,2,203000
11166,2001,1492,2,0,3,6,1,2,201000
8430,1978,1040,2,0,3,5,0,0,124000
16269,1978,907,1,0,3,5,0,1,140000
6950,1979,914,1,0,2,5,0,2,134900
8800,1977,1040,2,0,3,5,0,2,150500
7000,1978,864,1,0,3,6,0,1,136500
9286,1977,1268,1,1,3,5,0,1,143500
15523,1972,864,1,0,3,5,1,1,133500
7200,1972,894,1,0,2,6,0,2,123000
7200,1972,768,1,0,2,5,0,1,133900
8445,1972,768,1,0,2,5,0,2,133000
11664,2002,1611,2,0,3,6,0,3,250000
12334,2003,2184,2,1,4,8,1,2,254750
11838,2001,1788,2,0,3,7,1,2,236500
11885,2001,1872,2,1,3,7,1,2,261500
11050,2000,2153,2,1,3,8,2,3,313000
8749,2002,1725,2,1,3,6,0,2,198500
11250,2001,1870,2,1,3,6,0,2,211000
15750,1999,1513,2,0,2,5,1,2,220000
11883,1996,1504,2,0,3,6,1,2,203000
12782,2002,1828,2,0,3,7,1,2,279500
8750,1997,1417,2,0,3,7,1,2,210000
9375,1997,2034,2,1,3,8,0,2,219500
8750,1996,1716,2,1,2,7,1,2,191000
9100,2001,1212,2,0,3,6,0,2,178000
9750,2000,1630,2,0,3,6,1,2,213000
4435,2003,848,1,0,1,4,0,2,144000
4435,2003,848,1,0,1,4,0,2,140000
10200,2007,1602,2,0,3,7,1,3,293200
9313,2004,1728,2,1,3,7,0,2,190000
8487,2004,1500,2,0,3,6,0,2,190000
8633,2005,1476,2,1,3,7,0,2,173500
11069,2007,1396,2,1,3,6,1,2,170000
8777,1949,1126,2,0,2,5,0,2,108000
9937,1964,1486,1,0,3,7,0,2,167000
8877,1938,816,1,0,2,3,1,1,100000
7301,2003,1922,3,0,4,7,1,2,198500
7950,1977,1426,1,1,3,6,0,2,159500
10682,1960,1149,1,0,3,7,0,1,127000
7200,1976,1125,1,0,3,6,1,1,125000
13286,2007,1698,2,0,3,8,1,3,320000
3675,2005,1072,1,0,2,5,0,2,145500
9405,1947,698,1,0,2,4,0,0,118000
6410,1959,876,1,0,3,5,0,1,85000
11767,1950,1368,1,0,3,6,0,1,120000
8405,1945,1529,2,0,4,9,0,1,98000
4060,1922,864,1,0,2,4,0,0,99900
10206,1952,944,1,0,2,4,0,2,82000
10926,1959,1678,2,0,6,10,0,0,119900
11767,1956,1560,1,0,2,7,1,1,103500
8926,1956,960,1,0,3,5,0,1,112000
12354,1920,1196,1,0,3,7,0,2,110000
8212,1941,1298,1,0,3,6,2,1,122000
10998,1941,1604,2,0,3,6,0,2,117000
6300,1938,1268,1,1,3,7,2,1,160000
4500,1932,1520,1,0,3,6,0,1,159434
8400,1920,438,1,0,1,3,0,1,60000
9900,1940,1489,2,0,3,7,1,1,139500
15863,1920,3082,2,1,5,12,2,2,197000
5707,1935,1242,1,1,3,6,1,1,105000
7804,1928,1981,2,0,4,7,2,2,135000
8574,1916,1232,1,0,3,6,1,2,147500
6171,1925,1608,2,1,3,7,1,1,137450
7200,1936,1135,1,0,3,6,0,2,155000
7558,1928,1913,1,1,3,9,1,2,177000
6292,1928,1477,2,0,3,6,1,1,145000
7155,1918,1228,1,0,3,6,1,1,137000
10918,1926,2080,1,1,3,9,2,1,234000
13680,1940,1567,1,1,2,6,2,2,205000
7500,1942,1494,1,0,3,7,2,1,177500
9600,1940,1308,1,1,2,7,2,1,160000
14680,1960,1273,1,0,2,5,0,1,155000
13360,1921,964,1,0,2,5,0,2,163500
7681,1921,1343,1,1,3,7,1,1,154900
8145,1940,2480,2,1,5,13,2,2,205000
9100,1954,1112,1,0,2,6,1,1,144800
12000,1941,1564,1,1,3,7,1,1,174500
13339,1960,1561,2,0,3,6,1,2,193000
15600,1949,1523,2,0,3,7,1,1,158000
14000,1950,1152,1,0,3,6,1,1,158500
17500,1954,1906,1,1,3,6,2,2,224000
1733,1980,1032,1,0,2,5,1,2,115000
1488,1980,1229,1,1,2,5,1,2,137000
1612,1980,1229,1,1,2,5,1,2,121000
1300,1980,1229,1,1,2,5,1,2,124000
13607,1986,1982,2,1,3,6,1,2,208000
17597,1971,2365,2,0,3,7,2,2,315000
21695,1988,1680,2,0,3,5,1,2,222000
10690,1920,1344,1,0,3,6,0,1,147000
8660,1900,2168,2,0,5,11,0,2,123000
6402,1920,1192,1,0,3,6,0,1,78000
8470,1915,1526,1,0,2,6,0,0,85000
10200,1925,572,1,0,2,4,0,1,75000
3843,2007,1648,2,0,2,5,1,2,230000
21780,1910,810,1,0,1,4,0,1,57625
10125,2000,2052,2,1,3,7,1,3,251000
12822,2003,2149,1,1,1,6,1,2,239686
12118,2004,1710,2,0,3,7,1,2,240000
12209,2001,1961,2,1,3,7,1,2,215000
9750,1977,926,1,0,2,5,1,1,156450
9360,1977,1287,1,1,2,5,2,2,173000
10125,1977,1734,2,0,4,8,0,2,126000
9947,1990,1217,2,0,3,6,0,2,173000
11070,1991,1595,2,0,2,5,0,2,152000
14375,1958,1344,1,0,3,7,1,2,137500
215245,1965,2036,2,0,3,8,2,2,375000
12898,2007,1620,2,0,2,6,1,3,315500
13159,2009,1692,2,1,3,6,0,2,224500
13438,2008,2036,2,0,3,9,1,3,410000
14463,2008,1641,2,0,3,7,0,3,316500
8925,2007,1466,2,0,3,7,0,3,201000
11457,1988,1412,2,0,3,6,1,2,175000
9839,1980,2237,2,1,3,7,1,2,204000
14419,1987,1479,2,1,3,7,1,2,213500
6853,2001,1296,2,0,2,6,0,2,220000
9157,2003,2014,2,1,3,9,0,2,170000
14601,2006,1838,2,0,2,8,1,3,315000
12633,2007,1978,2,0,2,7,1,3,425000
12518,1968,1008,1,0,3,6,0,1,139500
21750,1960,1771,1,0,3,9,1,2,115000
4500,1998,1204,2,0,2,5,0,2,162000
4500,1999,1224,2,0,2,5,0,2,165000
1596,1973,988,1,0,2,5,0,1,91000
9858,1968,874,1,0,3,5,0,1,130000
1526,1970,630,1,0,1,3,0,1,86000
13383,1969,1404,2,0,3,7,1,2,160000
1477,1970,630,1,0,1,3,0,1,80000
1533,1970,1344,1,1,3,6,1,0,97000
2217,1970,1092,1,1,3,6,0,1,88000
7689,1972,796,1,0,2,4,0,1,131900
7706,1993,1091,1,0,2,5,0,1,131250
9101,1978,1110,1,0,1,4,1,2,165500
8780,1985,833,1,0,3,5,0,0,112000
7669,1992,883,1,0,2,5,1,2,149000
14115,1993,1362,1,1,1,5,0,2,143000
10429,1992,1287,1,1,3,6,0,2,130000
9819,1977,1567,2,0,2,5,2,2,196000
10457,1969,1632,1,1,4,7,1,2,173000
11029,1958,1414,1,0,3,6,1,2,176500
12925,1970,2117,2,1,4,7,2,2,237500
11075,1969,2112,2,1,4,9,2,2,206900
8702,1997,1604,2,1,3,7,1,2,187500
8139,1995,1470,2,1,3,7,1,2,165000
9535,1998,1604,2,1,3,7,0,2,195500
9042,1998,1638,2,1,3,7,2,2,192000
15038,1996,1636,2,1,3,7,1,2,173000
14137,1996,1384,2,0,3,7,0,2,177900
21872,1996,1446,2,1,3,6,1,2,175000
4923,2001,1593,1,1,0,5,1,2,286000
6264,1997,1682,1,1,1,6,1,2,247900
5395,1993,1337,2,0,2,5,1,2,180000
5070,1992,1280,2,0,2,5,0,2,180000
10839,1997,1604,2,1,3,7,1,2,181000
11184,1998,1633,2,1,3,7,1,2,183000
8000,1995,1658,2,1,3,8,1,2,188000
10832,1994,1895,2,1,3,7,1,2,194500
14067,1991,1709,2,1,3,7,0,2,185000
4671,1988,1228,2,0,2,5,1,2,189000
5950,1989,1337,2,0,2,5,1,2,188500
13543,2005,2500,3,1,5,9,1,3,355000
11198,2005,2504,2,1,4,11,1,3,325000
15401,2004,1884,2,0,2,7,1,3,387000
31220,1952,1474,1,0,3,7,2,2,115000
8118,2007,1710,2,0,2,6,1,2,334000
47280,1950,1488,2,1,3,6,1,2,133000
20544,1986,2093,2,1,3,7,1,2,215000
12680,1988,1688,2,0,2,6,1,2,226500
12090,1981,1422,2,0,3,7,1,2,175500
10825,1983,1260,2,0,3,6,0,2,181900
18559,1978,2064,2,0,3,7,2,2,235000
14450,1979,1782,2,0,3,6,1,2,220000
12227,1977,2872,2,1,4,11,1,2,272000
13068,1976,1211,2,0,3,6,1,2,161000
15611,1977,1126,2,0,3,6,0,2,175000
10400,1980,2044,2,1,3,7,1,2,185000
9743,1969,1308,1,1,3,7,0,2,146900
12511,1978,2840,2,1,4,8,2,4,292500
11361,1976,1523,2,0,3,7,1,2,180000
10400,1976,1444,2,0,2,5,1,2,159900
10480,1976,1964,2,1,4,8,1,2,205000
10000,1973,1178,1,1,3,5,1,2,157000
14311,1996,2340,2,1,4,9,1,3,306000
9000,1974,1792,2,2,4,8,0,2,133000
9750,1969,1054,1,1,3,6,0,2,151000
10295,1969,936,1,0,2,4,0,1,111900
7560,1971,864,1,0,3,5,0,2,123000
12735,1972,864,1,0,3,5,0,2,111250
4060,1998,1337,2,0,2,5,0,2,181000
1680,1973,987,1,1,2,5,0,1,103400
1680,1973,987,1,1,2,5,0,1,100000
1890,1972,987,1,1,2,5,0,1,100500
1869,1970,987,1,1,2,5,0,1,106000
1680,1971,987,1,1,2,4,0,1,85400
1680,1971,987,1,1,2,5,0,1,89500
1680,1972,1302,2,1,3,6,0,1,111750
4043,1977,1069,2,0,2,4,0,2,140000
2308,1975,1456,2,1,4,7,0,2,143000
2529,1977,1055,2,0,2,4,0,2,148500
9477,1966,892,1,0,3,5,0,1,110000
12444,2008,1932,2,0,2,7,1,3,394617
12474,2007,2332,2,1,3,9,1,3,426000
14803,2007,2084,2,0,2,7,1,3,385000
14948,2008,2713,2,1,3,11,1,3,446261
12704,2007,1582,2,0,3,7,0,3,317500
13891,2007,1710,2,0,2,6,1,3,372402
13693,2007,2464,2,1,4,9,1,3,417500
14418,2007,1950,2,0,2,7,1,3,383000
13418,2006,2748,2,1,4,9,1,3,390000
12539,2005,2790,2,1,4,10,1,4,460000
12151,2005,2331,2,1,3,9,1,3,379000
8899,2007,2088,2,1,4,10,1,3,250000
10574,2004,2332,2,1,4,9,1,3,316000
12720,2003,2470,1,1,1,7,2,3,615000
13688,2003,2668,2,1,3,10,2,3,412500
10625,2003,2046,2,1,3,8,1,3,284000
10845,2003,1575,2,0,2,7,1,3,284000
16900,2001,2649,2,1,4,10,1,3,421250
16451,2003,2690,2,1,4,9,1,3,370000
10110,2008,1866,2,0,2,7,1,3,336860
8769,2008,1702,1,1,1,7,1,3,367294
12304,2005,1367,2,0,2,6,1,2,192000
12677,2003,1518,1,1,1,6,1,2,274000
8849,2005,1684,2,0,2,6,1,2,266000
8232,2007,1800,2,0,2,6,1,3,370967
6240,2006,1342,2,0,2,6,1,2,234250
6240,2006,1342,2,0,2,6,1,2,219500
2448,2003,1626,2,1,2,6,0,2,155000
2448,2003,1626,2,1,2,6,0,2,154000
8198,2004,1358,2,0,2,6,1,2,207000
3940,2003,1455,2,0,2,6,1,3,195000
3940,2004,1576,2,0,2,7,1,3,219990
3182,2005,1504,2,0,2,7,1,2,191000
3182,2007,1266,2,0,2,6,1,2,159895
3710,2007,1246,2,0,2,5,1,2,187687
9024,2004,1515,2,1,3,8,1,2,179000
7415,2004,1593,2,1,3,8,1,2,193000
9587,2005,1166,2,0,2,5,0,2,190000
8029,2005,1456,2,1,3,8,0,2,176000
8010,2002,1720,2,1,3,7,1,2,188000
8396,2003,1986,2,1,4,9,1,2,213000
7301,2007,1358,2,0,2,6,1,2,217300
10261,2000,1792,2,1,3,8,1,2,186500
8220,2000,1892,2,1,3,8,1,2,226750
15384,2004,1490,2,1,3,8,1,2,184000
7750,2002,1414,2,1,3,6,1,2,176000
12460,1999,2322,2,1,4,8,1,2,225000
8390,1999,1651,2,1,3,7,1,2,185900
9660,1997,2199,2,1,3,9,1,2,284500
9200,1998,2630,2,1,4,8,1,3,315000
14260,2000,2198,2,1,4,9,1,3,250000
11000,2000,2172,2,1,4,8,1,3,291000
11675,1998,2006,2,0,2,5,1,3,350000
10990,1996,2125,2,1,4,12,2,2,279500
11929,1995,2501,2,1,4,9,1,3,290000
10437,1995,2113,2,1,2,7,1,3,350000
10542,1993,2418,2,1,3,9,1,3,341000
10010,1993,2197,2,1,4,9,1,3,287500
10944,1994,2127,2,1,3,5,2,2,271000
14303,1994,1987,2,0,2,7,1,2,301500
11932,2007,1580,2,0,3,7,0,3,235128
14598,2007,1933,2,1,4,9,1,3,214000
11957,2006,1574,2,0,3,7,1,3,232000
13253,2006,1578,2,0,3,7,1,3,240000
14587,2008,1506,2,0,2,6,1,2,264132
10206,2007,1563,2,0,3,6,1,3,245000
12274,2008,1428,2,0,3,6,0,2,227680
9801,2007,1861,3,0,3,7,1,3,257000
9428,2007,1874,2,1,3,8,1,3,297900
10037,2006,1460,2,0,3,6,1,2,247000
8640,2007,1372,2,0,3,6,0,2,212700
8640,2007,1372,2,0,3,6,0,2,250580
11639,2007,1428,2,0,3,6,0,2,182000
9803,2005,1768,2,1,3,7,0,2,226700
9375,2003,1992,2,1,3,9,1,2,250000
10625,2005,1958,2,1,3,9,1,3,250000
10800,2007,2078,2,1,3,8,1,3,339750
8125,2007,1665,2,1,3,7,0,2,205950
10625,2007,1660,2,0,3,7,1,3,256000
7500,2007,1218,2,0,2,6,0,2,230348
8791,2003,1728,2,1,3,7,0,2,207500
7500,2004,1080,1,0,3,6,0,0,141000
10110,2003,1696,2,1,3,7,0,2,188000
12774,2003,1663,2,1,3,8,0,2,192500
13072,2005,1175,1,0,3,6,0,0,146000
13695,2004,1114,1,1,3,6,0,2,159000
13695,2003,1114,1,0,3,6,0,2,155000
8366,2004,1640,2,1,3,6,0,2,173000
9260,2007,1162,2,0,3,6,0,2,170000
8453,1995,1609,2,1,3,6,0,2,182000
8480,1993,1680,2,1,3,7,0,2,163000
8125,1994,1679,2,0,3,7,1,2,193500
14565,1994,1657,2,1,3,6,0,2,189000
8450,2001,1677,2,1,3,7,0,2,190500
8285,1992,1737,2,1,3,7,0,2,175000
7153,1991,1294,2,0,3,6,0,2,179200
9291,1993,1710,2,1,3,7,0,2,187000
8012,1993,1617,2,0,2,5,1,2,193000
7892,1993,1199,2,0,2,5,0,2,153900
9100,1963,984,1,0,3,5,1,1,128000
12968,1962,912,1,0,2,4,0,1,144000
8100,1961,864,1,0,3,5,1,1,135000
8450,1968,890,1,0,3,5,0,1,115000
6360,1963,864,1,0,3,5,0,1,119916
6768,1961,912,1,0,3,5,0,1,142000
19508,1974,1430,2,0,3,6,2,2,192000
10759,1972,1641,2,0,4,5,1,2,140000
9205,1990,2683,2,1,4,9,2,2,290000
11025,1993,2786,2,1,4,10,1,2,372500
4282,2004,1391,2,0,2,5,0,2,196000
4017,2006,1250,2,1,2,5,0,2,171900
3435,2004,1245,2,0,1,5,0,2,178000
3180,2005,1200,2,1,2,5,0,2,165000
