ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt
6190,M,BLACK,33-37,18,FALSE,9,Specialized,Less than HS diploma,3,Drug,1-2 years,7,6,2,0,4,5,FALSE,TRUE,0,3,FALSE,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,83.45454545,0.090909094,0,0.090909094,0,0,0,FALSE
6215,M,BLACK,28-32,7,FALSE,8,High,Less than HS diploma,2,Drug,Less than 1 year,9,6,1,0,5,5,FALSE,FALSE,1,4,TRUE,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7,0,0,37.375,0,0,0,0,0.911371237,1.221571906,FALSE
6242,M,BLACK,48 or older,18,FALSE,2,Standard,High School Diploma,3,,Less than 1 year,10,6,3,5,5,2,FALSE,TRUE,3,4,TRUE,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,572.5,0,0,0,0,0.977292576,0.637991266,FALSE
6270,M,BLACK,48 or older,16,FALSE,3,Specialized,At least some college,0,Violent/Sex,More than 3 years,1,0,0,0,0,0,FALSE,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,10,0,0,11.77777778,0,0,0,0,1,2.584316038,FALSE
6312,M,BLACK,38-42,2,FALSE,5,Standard,High School Diploma,3,,Less than 1 year,10,1,0,1,2,4,FALSE,TRUE,2,0,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,52.9,0,0,0,0,1,2.071361059,FALSE
6346,M,BLACK,38-42,21,FALSE,8,Standard,High School Diploma,3,Violent/Non-Sex,1-2 years,10,6,2,5,2,5,TRUE,TRUE,3,4,TRUE,3,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,8,3,1,34.10714286,0,0.142857149,0,0,0.585340314,0.382460733,FALSE
6362,M,WHITE,33-37,16,FALSE,5,Standard,High School Diploma,3,Violent/Non-Sex,Less than 1 year,10,6,3,4,2,5,TRUE,FALSE,3,4,TRUE,3,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,74.2,0,0,0,0,1,3.938005391,FALSE
6391,M,BLACK,28-32,1,TRUE,5,Standard,Less than HS diploma,2,Other,1-2 years,10,6,1,2,4,5,FALSE,FALSE,3,3,TRUE,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,1,,,,,,0,0,FALSE
6420,M,WHITE,33-37,22,FALSE,8,High,High School Diploma,2,Other,Greater than 2 to 3 years,6,6,1,2,3,5,TRUE,TRUE,2,1,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,5,0,1,155.0833333,0,0,0,0,0,0,FALSE
6446,F,WHITE,33-37,17,,7,High,Less than HS diploma,3,Property,Less than 1 year,6,4,1,5,0,3,FALSE,FALSE,1,3,FALSE,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,0.916483516,0.802747253,FALSE
6474,M,BLACK,33-37,20,FALSE,6,Standard,Less than HS diploma,0,Drug,More than 3 years,9,3,0,0,5,5,TRUE,FALSE,3,0,FALSE,0,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,2,,,,,,0.375545852,0.398744541,TRUE
6502,M,BLACK,28-32,12,TRUE,10,Standard,Less than HS diploma,3,Other,1-2 years,10,6,1,2,5,5,FALSE,TRUE,2,4,FALSE,1,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,48.94117647,0.05882353,0.117647059,0,0,0,0,FALSE
6530,M,WHITE,43-47,10,FALSE,3,Standard,High School Diploma,0,Other,Less than 1 year,5,5,0,2,3,4,FALSE,FALSE,3,3,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,20.16666667,0.033333335,0,0.06666667,0,0.990082645,0.603719008,FALSE
6561,F,WHITE,43-47,2,,2,Standard,Less than HS diploma,1,Property,1-2 years,10,6,0,5,1,5,FALSE,FALSE,3,4,FALSE,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.590759076,1,FALSE
6604,M,WHITE,38-42,14,FALSE,10,Specialized,Less than HS diploma,1,Property,1-2 years,10,6,3,4,4,2,TRUE,FALSE,1,3,TRUE,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4,0,1,1,140,0,0,0.333333343,0,0,0,FALSE
6644,M,WHITE,23-27,20,TRUE,7,High,Less than HS diploma,3,Property,Less than 1 year,6,6,2,3,0,4,TRUE,FALSE,0,4,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,1,82.57142857,0.142857149,0.142857149,0,0.142857149,0,0,FALSE
6672,M,WHITE,48 or older,4,FALSE,7,Standard,Less than HS diploma,0,Property,More than 3 years,10,4,3,5,1,2,FALSE,FALSE,3,2,TRUE,3,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,146,0,0,0,0,0,0,FALSE
6701,M,BLACK,48 or older,25,FALSE,5,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,4,1,2,2,0,0,FALSE,FALSE,3,1,TRUE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,9,0,3,38.73913043,0.043478262,0,0,0,1,0.40993266,TRUE
6727,M,WHITE,28-32,20,FALSE,7,High,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,4,3,2,1,1,1,FALSE,FALSE,1,2,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,136.8333333,0,0,0,0,1,0.444884287,FALSE
6768,M,BLACK,33-37,22,FALSE,9,Specialized,Less than HS diploma,3,Other,Greater than 2 to 3 years,10,4,2,3,5,5,FALSE,FALSE,3,4,TRUE,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,6,0,1,36.65,0,0,0,0,0.796725784,3.488062756,FALSE
6794,M,BLACK,38-42,2,FALSE,6,High,High School Diploma,3,,1-2 years,6,6,1,2,3,5,FALSE,FALSE,1,4,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,2,106.1818182,0,0,0,0,1,0.625428082,FALSE
6832,M,BLACK,33-37,1,FALSE,4,,High School Diploma,3,Property,Greater than 2 to 3 years,10,6,1,5,5,5,FALSE,TRUE,3,2,TRUE,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,,,,,,0,0,FALSE
6867,M,BLACK,28-32,3,FALSE,4,Standard,At least some college,0,,Less than 1 year,6,1,2,1,3,0,FALSE,TRUE,3,0,FALSE,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,69.8,0,0,0,0,1,1,FALSE
6892,M,WHITE,48 or older,3,FALSE,7,High,Less than HS diploma,3,Violent/Non-Sex,More than 3 years,10,2,2,0,5,0,FALSE,TRUE,2,0,TRUE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE
6917,M,BLACK,28-32,10,FALSE,6,High,High School Diploma,1,Property,1-2 years,8,3,0,5,1,4,FALSE,FALSE,2,2,FALSE,3,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,0,0,35.36363636,0,0,0,0,1,1.877892031,FALSE
6940,M,BLACK,28-32,6,FALSE,7,High,Less than HS diploma,3,Violent/Non-Sex,1-2 years,3,6,3,1,1,3,TRUE,FALSE,2,4,TRUE,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4,0,0,1,112,0.5,0.5,0,0,0,0,FALSE
6984,M,BLACK,48 or older,5,FALSE,3,Standard,High School Diploma,3,,Greater than 2 to 3 years,6,2,0,0,5,1,FALSE,TRUE,3,1,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,31.8,0,0,0,0,0,0,FALSE
7036,M,BLACK,33-37,7,FALSE,7,High,High School Diploma,0,,1-2 years,9,6,0,2,5,3,TRUE,FALSE,1,4,TRUE,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,0,0,64.66666667,0.083333336,0,0,0,1,1.412048969,TRUE
7060,M,WHITE,28-32,17,TRUE,7,Standard,High School Diploma,0,Drug,Greater than 2 to 3 years,10,6,1,1,4,5,FALSE,TRUE,3,4,TRUE,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,1,3,1,32.94444444,0.111111112,0,0.111111112,0,0,0,FALSE
7088,M,WHITE,38-42,15,FALSE,4,,At least some college,0,Property,Less than 1 year,10,6,0,5,0,5,FALSE,FALSE,3,4,FALSE,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,3,,,,,,0,0,FALSE
7125,M,WHITE,33-37,22,FALSE,8,High,Less than HS diploma,0,Drug,Less than 1 year,10,4,0,5,1,5,FALSE,FALSE,3,4,FALSE,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,0,0,1,113.3333333,0.333333343,0,0,0,1,2,FALSE
7146,M,BLACK,28-32,10,TRUE,5,Specialized,Less than HS diploma,2,Drug,Greater than 2 to 3 years,5,1,0,2,3,1,FALSE,FALSE,0,1,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,5,0,0,27.79310345,0,0,0,0,0.79528536,0.906327543,FALSE
7175,M,BLACK,23-27,5,TRUE,8,High,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,4,1,2,2,0,1,FALSE,FALSE,0,1,TRUE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,0,0,3,38.42857143,0.071428575,0,0,0,0.959107807,0.678903346,FALSE
7203,M,BLACK,28-32,23,FALSE,5,Standard,Less than HS diploma,2,Property,Less than 1 year,10,6,2,5,5,3,FALSE,TRUE,3,4,FALSE,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE
7232,M,BLACK,28-32,4,FALSE,7,High,Less than HS diploma,0,,1-2 years,4,4,0,0,3,3,FALSE,FALSE,2,2,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,10,1,2,158.25,0,0,0,0,0.2164297,0.288507109,TRUE
7263,M,BLACK,28-32,8,FALSE,6,High,High School Diploma,3,Property,More than 3 years,3,0,0,2,1,0,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,248.1111111,0,0,0,0,0.716524854,0.490707568,FALSE
7299,M,WHITE,23-27,4,TRUE,10,Specialized,High School Diploma,1,Property,1-2 years,7,2,1,3,1,4,FALSE,TRUE,0,2,FALSE,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,0,0,3,,0.142857149,0,0.142857149,0,0,,FALSE
7317,M,WHITE,48 or older,14,FALSE,1,,High School Diploma,0,Property,1-2 years,6,0,0,2,0,3,FALSE,FALSE,1,0,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,128.5714286,0,0,0,0,0.61,0.405833333,TRUE
7349,M,BLACK,38-42,6,FALSE,9,Specialized,At least some college,0,Violent/Sex,Greater than 2 to 3 years,7,6,3,3,2,4,FALSE,FALSE,3,2,TRUE,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,10,0,0,7.475,0.050000001,0,0,0,1,3,FALSE
7386,M,BLACK,28-32,5,TRUE,7,High,High School Diploma,2,,More than 3 years,3,1,1,1,0,2,FALSE,TRUE,1,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,1,0,1,211,0.5,0.5,0,0,0,0,FALSE
7411,F,BLACK,48 or older,8,,3,Standard,High School Diploma,3,Property,Less than 1 year,10,6,1,5,1,5,FALSE,FALSE,3,4,FALSE,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,2,0,,,,,,0,0,FALSE
7451,M,BLACK,33-37,6,TRUE,10,High,High School Diploma,0,Drug,1-2 years,10,6,3,0,5,5,FALSE,TRUE,3,4,TRUE,1,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4,2,2,0,18.21428571,0.035714287,0.071428575,0,0,0,0,FALSE
7492,M,BLACK,43-47,21,FALSE,4,Standard,Less than HS diploma,3,,Greater than 2 to 3 years,10,6,3,4,5,2,TRUE,TRUE,2,2,TRUE,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,229,1,0,0,0,1,2,FALSE
7517,M,WHITE,28-32,16,TRUE,10,Standard,Less than HS diploma,1,Property,More than 3 years,5,5,2,5,0,1,FALSE,FALSE,0,3,TRUE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,,,,,,0,0,FALSE
7550,M,WHITE,33-37,17,FALSE,4,Standard,At least some college,1,Drug,More than 3 years,5,4,0,1,2,1,FALSE,FALSE,2,1,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,2,,0,0,0,0,0,,FALSE
7571,M,BLACK,28-32,11,FALSE,5,Standard,Less than HS diploma,1,Drug,Less than 1 year,7,6,1,5,4,3,FALSE,TRUE,1,4,FALSE,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,23.66666667,0,0,0,0,1,1,FALSE
7607,M,WHITE,48 or older,3,FALSE,5,Specialized,Less than HS diploma,0,Property,More than 3 years,6,6,1,3,1,5,FALSE,TRUE,3,3,TRUE,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,62,0,0,0,0,0,0,TRUE
7626,M,WHITE,43-47,22,FALSE,8,High,High School Diploma,0,Property,Greater than 2 to 3 years,10,6,2,5,2,2,FALSE,TRUE,3,3,FALSE,3,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,0,0,3,61.67741935,0.032258064,0,0.032258064,0,0.836820084,1.337212343,FALSE
7665,M,BLACK,28-32,6,FALSE,5,Standard,High School Diploma,1,Drug,Greater than 2 to 3 years,1,5,1,0,0,4,FALSE,TRUE,2,2,FALSE,0,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,2,56.57142857,0,0,0,0,0,0,FALSE
7702,M,BLACK,48 or older,25,FALSE,,,Less than HS diploma,1,Property,1-2 years,5,4,1,5,1,1,FALSE,FALSE,3,0,FALSE,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,1,1.873076923,FALSE
7736,M,WHITE,28-32,8,FALSE,10,Standard,High School Diploma,2,Property,Less than 1 year,6,3,0,5,1,0,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE
7778,F,BLACK,33-37,10,,6,Standard,Less than HS diploma,1,Property,1-2 years,4,1,0,2,0,3,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,1,336,0,0,0,0,0.715277778,0.36235119,TRUE
7802,M,BLACK,33-37,7,FALSE,4,Specialized,At least some college,3,Violent/Sex,More than 3 years,1,0,0,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,10,0,0,122,0,0,0,0,0.885245902,1,FALSE
7845,M,WHITE,38-42,15,FALSE,3,,High School Diploma,0,Drug,Less than 1 year,8,5,0,0,5,5,FALSE,FALSE,1,4,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,1,20.75,0,0,0,0,1,2.640361446,FALSE
7867,M,BLACK,38-42,14,FALSE,3,,High School Diploma,3,Other,Less than 1 year,4,4,0,1,1,0,FALSE,TRUE,1,2,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,14.68,0,0,0,0,1,2.985694823,FALSE
7907,M,BLACK,23-27,18,TRUE,9,Specialized,Less than HS diploma,2,Property,More than 3 years,5,0,0,4,0,1,FALSE,TRUE,1,0,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE
7935,M,BLACK,23-27,19,TRUE,1,Standard,High School Diploma,3,Violent/Non-Sex,1-2 years,8,1,3,3,0,3,FALSE,TRUE,0,2,TRUE,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,3,3,98.73333333,0.200000003,0,0,0,0.230249831,0.246623903,FALSE
7963,F,WHITE,48 or older,24,,10,Standard,High School Diploma,1,Property,More than 3 years,4,0,0,3,0,1,FALSE,FALSE,0,0,FALSE,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,2,83.6,0,0,0,0,0.949760766,0.436901914,FALSE
7987,M,BLACK,33-37,12,FALSE,1,,High School Diploma,3,Other,1-2 years,6,5,1,0,4,3,FALSE,TRUE,0,3,FALSE,0,2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,3,101,0,0,0,0,1,0.361633663,FALSE
8012,M,WHITE,23-27,5,FALSE,9,Specialized,Less than HS diploma,3,,Greater than 2 to 3 years,5,3,1,0,5,4,FALSE,TRUE,0,2,FALSE,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9,0,3,47.44117647,0.029411765,0,0,0.05882353,0.982021079,0.226441414,FALSE
8038,M,WHITE,28-32,17,TRUE,6,Specialized,Less than HS diploma,0,Property,More than 3 years,5,2,1,1,1,2,FALSE,TRUE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,21.56521739,0,0,0,0,0.883064516,0.736391129,FALSE
8060,M,BLACK,33-37,8,FALSE,5,Specialized,High School Diploma,2,Other,More than 3 years,2,0,0,0,0,0,FALSE,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,10,3,3,11.9266055,0,0,0,0,0.721538462,0.842884615,FALSE
8085,M,WHITE,28-32,7,FALSE,5,High,Less than HS diploma,0,Property,1-2 years,7,3,0,5,0,5,FALSE,FALSE,0,1,FALSE,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,0,0,2,62,0.25,0.125,0,0,0.997983871,0.736391129,TRUE
8111,M,WHITE,28-32,22,FALSE,9,Specialized,High School Diploma,0,Property,Less than 1 year,5,4,0,2,0,4,FALSE,FALSE,2,1,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,35.08333333,0,0,0,0.083333336,0.864608076,1.735154394,FALSE
8133,M,BLACK,28-32,4,FALSE,5,Specialized,High School Diploma,3,Property,Greater than 2 to 3 years,4,2,1,3,0,3,TRUE,FALSE,0,1,TRUE,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10,0,2,182.5,0,0,0,0,0,0,FALSE
8160,M,BLACK,33-37,7,FALSE,1,Standard,High School Diploma,1,,1-2 years,7,4,2,0,5,2,FALSE,FALSE,1,2,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,3,68.82352941,0.05882353,0,0,0,1,1.248717949,FALSE
8180,M,BLACK,33-37,8,FALSE,3,High,High School Diploma,2,,1-2 years,6,6,0,3,5,5,FALSE,FALSE,3,4,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,43.5,0,0,0,0,1,1.679310345,FALSE
8210,F,BLACK,28-32,5,,9,Specialized,At least some college,3,Violent/Non-Sex,More than 3 years,3,0,2,1,0,0,FALSE,TRUE,0,0,TRUE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,3,0,1,96.52631579,0,0,0,0,0.741003272,0.398309706,FALSE
8246,M,BLACK,23-27,20,FALSE,8,Standard,Less than HS diploma,0,,Greater than 2 to 3 years,4,2,0,1,3,0,FALSE,FALSE,1,2,FALSE,0,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,3,266.2,0.200000003,0,0,0,0.267468069,0.548835462,FALSE
8285,M,WHITE,43-47,24,TRUE,10,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,10,3,2,5,4,4,FALSE,TRUE,3,4,TRUE,2,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,10,0,3,8.890410959,0.09589041,0,0.020547945,0,0,0,TRUE
8310,M,BLACK,48 or older,23,FALSE,4,Standard,At least some college,2,Violent/Non-Sex,More than 3 years,3,1,1,1,1,1,FALSE,FALSE,0,1,TRUE,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,0,0,3,94.6,0,0,0,0,0.893234672,0.386099366,FALSE
8346,M,BLACK,28-32,22,FALSE,7,High,High School Diploma,3,Other,1-2 years,5,2,0,1,2,2,FALSE,TRUE,0,2,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,7,0,0,370.5,0,0,0,0,0.236842105,0.24645749,FALSE
8365,M,BLACK,33-37,14,FALSE,7,High,High School Diploma,2,,Greater than 2 to 3 years,7,5,1,0,1,4,FALSE,TRUE,3,3,FALSE,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,113.5,0,0,0,0,0.565345081,1.072687225,TRUE
8389,M,BLACK,48 or older,8,FALSE,2,Standard,At least some college,1,,1-2 years,7,6,1,5,4,2,FALSE,FALSE,2,2,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,0,1,159.6666667,0,0,0,0,0.926931106,0.381263048,TRUE
8435,M,WHITE,38-42,12,FALSE,3,Standard,High School Diploma,0,,Less than 1 year,3,6,1,1,0,0,FALSE,FALSE,2,4,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,48,0,0,0,0,0.927083333,1,FALSE
